Tag,Date,URL,,Source,Country,Language,Reach,Sentence
Origin: Pakistan,03-Apr-2020 02:38PM,https://twitter.com/press_wing/statuses/1246054403225858048,,Twitter,Pakistan,English,0,COVID-19: Afghan refugees in Pakistan seek world’s help https://t.co/nDE0faE8mz
Origin: Pakistan,03-Apr-2020 02:27PM,http://twitter.com/HRWrites/statuses/1246051633676595200,,Twitter,Pakistan,English,6860,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 02:05PM,http://twitter.com/LaraibPTI1/statuses/1246046131139817472,,Twitter,Pakistan,English,12011,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 01:56PM,http://twitter.com/imhamzamehar/statuses/1246044014618513408,,Twitter,Pakistan,English,897,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 01:29PM,http://twitter.com/shonabbo_/statuses/1246037084911042564,,Twitter,Pakistan,English,43776,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 01:08PM,http://twitter.com/ainneemughal/statuses/1246031843369066503,,Twitter,Pakistan,English,5844,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 01:04PM,http://twitter.com/Nazish71420104/statuses/1246030703554371584,,Twitter,Pakistan,English,9193,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:56PM,http://twitter.com/nazz_angel/statuses/1246028815433904129,,Twitter,Pakistan,English,2011,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:50PM,https://twitter.com/jahanzeb26/statuses/1246027374325428224,,Twitter,Pakistan,English,0,"RT @dwnews: Doctors are calling for an immediate evacuation of Europe's largest refugee camp, which is at high risk of spreading the #coronavirus. https://t.co/F2F8xVtv2M"
Origin: Pakistan,03-Apr-2020 12:48PM,https://twitter.com/OzairIqbalTarar/statuses/1246026661054672897,,Twitter,Pakistan,English,0,"RT @dwnews: Doctors are calling for an immediate evacuation of Europe's largest refugee camp, which is at high risk of spreading the #coronavirus. https://t.co/F2F8xVtv2M"
Origin: Pakistan,03-Apr-2020 12:40PM,http://twitter.com/Naughty_Mony/statuses/1246024660942192640,,Twitter,Pakistan,English,5476,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:28PM,https://twitter.com/FajjarTirmazi/statuses/1246021655912210432,,Twitter,Pakistan,English,0,QT @antonioguterres: #COVID19 in refugee camps is a disaster waiting to happen. A global ceasefire is necessary and of utmost importance in these testing times. Add your voice. Sign now. ; People around the world are joining the @UN's appeal for a global ceasefire as we tackle the #COVID19 pandemic. Citizen action is more important than ever. Add your voice. Sign here. https://t.co/9VILqhXG9Y
Origin: Pakistan,03-Apr-2020 12:26PM,http://twitter.com/Shoaibislamabad/statuses/1246021143049449472,,Twitter,Pakistan,English,416,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:22PM,https://twitter.com/Junaid_4Pak/statuses/1246020232084361216,,Twitter,Pakistan,English,0,RT @anadoluagency: #COVID19: Afghan refugees in #Pakistan seek world’s help https://t.co/CRhHZoyRSo https://t.co/urVurJVdb4
Origin: Pakistan,03-Apr-2020 12:18PM,http://twitter.com/alwari_tabish/statuses/1246019249455366145,,Twitter,Pakistan,English,354,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:13PM,http://twitter.com/Khamosh_Larkii/statuses/1246017944733220867,,Twitter,Pakistan,English,10941,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:04PM,http://twitter.com/iusmanrazzaq/statuses/1246015680694059011,,Twitter,Pakistan,English,2094,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 12:02PM,http://twitter.com/Badsha_kha/statuses/1246015100714192901,,Twitter,Pakistan,English,15486,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 11:47AM,http://twitter.com/Boss0121990/statuses/1246011368395898882,,Twitter,Pakistan,English,5828,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 11:46AM,http://twitter.com/MM_572/statuses/1246011144264912897,,Twitter,Pakistan,English,499,"RT @BeingNafeel: #Palestinian youths have organized a voluntary initiative to entertain the children of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/HQRpuoqGhS"
Origin: Pakistan,03-Apr-2020 11:44AM,http://twitter.com/majid7_abdul/statuses/1246010725975408643,,Twitter,Pakistan,English,436,RT @WFP_Kenya: Wonder how @WFP in Kenya 🇰🇪 is distributing food to refugees amid #Covid19 pandemic threat? Take a look at the process in #Dadaab Hand washing ✅ Social Distancing ✅ Protective Equipment ✅ Temperature Check ✅ #KomeshaCorona @MOH_Kenya @UNHCR_Kenya https://t.co/ZTmGzvrYy1
Origin: Pakistan,03-Apr-2020 10:50AM,http://twitter.com/darjatmd/statuses/1245997133490200576,,Twitter,Pakistan,English,2239,"'Coronavirus is dangerous, but hunger is more so': Afghan refugees in Pakistan seek world’s help https://t.co/95ZM4ls6ze"
Origin: Pakistan,03-Apr-2020 09:46AM,http://twitter.com/pakistaninews/statuses/1245980866742030337,,Twitter,Pakistan,English,94423,COVID-19: Afghan refugees in Pakistan seek world's help. #pakistan https://t.co/XkuAmbPeya
Origin: Pakistan,03-Apr-2020 09:30AM,http://twitter.com/Safia_Mahmood/statuses/1245976875962380289,,Twitter,Pakistan,English,4681,RT @RazaSHassan: The coronavirus pandemic is already wreaking havoc on developed countries where residents are able to socially distance themselves & self-quarantine. So what would happen if the contagion spread amongst the most vulnerable populations – refugees & asylum seekers in packed camps? https://t.co/BgTQ23h8jM
Origin: Pakistan,03-Apr-2020 08:48AM,http://twitter.com/RazaSHassan/statuses/1245966270106828801,,Twitter,Pakistan,English,17118,The coronavirus pandemic is already wreaking havoc on developed countries where residents are able to socially distance themselves & self-quarantine. So what would happen if the contagion spread amongst the most vulnerable populations – refugees & asylum seekers in packed camps? https://t.co/BgTQ23h8jM
Origin: Pakistan,03-Apr-2020 06:50AM,http://twitter.com/UNICEFPakRep/statuses/1245936769029361664,,Twitter,Pakistan,English,756,"RT @unicefchief: Working from home, day 14. @UNICEF is working with partners to protect the most vulnerable communities from #COVID19. Right now, I am worried about the threat the virus poses to displaced, migrant and refugee children around the world. No one can be left behind. #AChildIsAChild https://t.co/E8aaWB5RbO"
Origin: Pakistan,03-Apr-2020 05:53AM,https://twitter.com/urc_karachi/statuses/1245922425277018113,,Twitter,Pakistan,English,0,"RT @DianaMitlin: Urgent action is needed to help the world’s poorest. If coronavirus starts tearing through teeming cities, slums or refugee camps, the human cost could be devastating. https://t.co/9TRSLgzG4s via @financialtimes"
Origin: Pakistan,03-Apr-2020 05:31AM,https://twitter.com/Khalil_lodeen/statuses/1245916824887111685,,Twitter,Pakistan,English,0,"RT @UNV_ROWCA: #COVID19 is reaching the places least prepared for it. In response to the #COVID19 pandemic, @UNVolunteers in Chad 🇹🇩 live by their motto and are showing that they are true inspiration in #action by carrying out public health work in Farchana, a refugee transit center. https://t.co/AsbHLS01Wv"
Origin: Pakistan,03-Apr-2020 04:29AM,https://twitter.com/gulaboherself/statuses/1245901329513545730,,Twitter,Pakistan,English,0,RT @jnbeuze: #COVID19 preparedness in Kharaz refugee camp in southern Yemen: • hygiene kits & soaps distributions • training on safe behavior • identification of most at-risk refugees • local mechanisms to alert & deal w/ suspected cases #PreventionOverPanic thanks to 🇺🇸🇯🇵🇪🇺🇸🇦🇰🇼🇦🇪🇬🇧 https://t.co/C04hFTA2e2
Origin: Pakistan,03-Apr-2020 02:23AM,http://twitter.com/GhaznaGhaznas/statuses/1245869516833181698,,Twitter,Pakistan,English,504,"RT @unicefchief: Working from home, day 14. @UNICEF is working with partners to protect the most vulnerable communities from #COVID19. Right now, I am worried about the threat the virus poses to displaced, migrant and refugee children around the world. No one can be left behind. #AChildIsAChild https://t.co/E8aaWB5RbO"
Origin: Pakistan,03-Apr-2020 01:27AM,https://twitter.com/Musharrrraf/statuses/1245855445035569155,,Twitter,Pakistan,English,0,"RT @GlblCtzn: Many refugee children already miss out on a quality education, and the impact of COVID-19 could be devastating. https://t.co/LXHDCFZ0Da"
Origin: Pakistan,03-Apr-2020 12:29AM,http://twitter.com/diplomacy272/statuses/1245840933817446403,,Twitter,Pakistan,English,153,"RT @cjwerleman: Australia is a country built on racism, genocide, and dispossession. It’s current government seized power by weaponizing Islamophobia to create public hysteria towards Muslim refugees. So, this heinous COVID-19 related racist hate crime doesn’t surprise me, unfortunately! https://t.co/BosS044i8l ; 2 sisters were spat at and verbally assaulted in an anti-Asian, coronavirus-related attack in Australia — here’s what we know https://t.co/dfdgS12PF0"
Origin: Pakistan,02-Apr-2020 11:32PM,https://twitter.com/SaqiAslamAslam1/statuses/1245826370191732740,,Twitter,Pakistan,English,0,RT @SAfridiOfficial: Day 9 of @SAFoundationN Ration drive - as promided took place at Ghamkol Afghan refugee camp in Kohat where 500 families received food & supplies in this #Covid19 pandemic. The drive continues ensuring #HopeNotOut Requesting to #Stayhometosavelives & #DonateKaroNa https://t.co/YbJJyamn2X
Origin: Pakistan,02-Apr-2020 10:38PM,https://twitter.com/javedchano786/statuses/1245812953124876298,,Twitter,Pakistan,English,0,RT @AJEnglish: Some Lebanese municipalities have implemented restrictions targeting Syrian refugees amid the coronavirus pandemic - including curfews that do not apply to others https://t.co/erYWRIOo3M https://t.co/F1ktmInPVb
Origin: Pakistan,02-Apr-2020 09:27PM,http://twitter.com/let_da_tim_com/statuses/1245794922566955008,,Twitter,Pakistan,English,134,"QT @CNN: Pakistan must do same. Every refugee must be given equal rights. Food n health care must be provided. May Allah help us in fight against #COVID19Pandemic ; Portugal has temporarily given all migrants and asylum seekers full citizenship rights, granting them full access to the country's healthcare as the outbreak of the novel coronavirus escalates in the country https://t.co/j4drKBEb4z"
Origin: Pakistan,02-Apr-2020 09:07PM,https://twitter.com/MiddleEastTon/statuses/1245790054133481473,,Twitter,Pakistan,English,0,COVID-19: Lebanon municipalities ‘discriminate’ against refugees https://t.co/mFPdnWYh9l https://t.co/opzSi2FLD5
Origin: Pakistan,02-Apr-2020 08:59PM,https://twitter.com/MiddleEastTon/statuses/1245787887871889409,,Twitter,Pakistan,English,0,COVID-19: Lebanon municipalities ‘discriminate’ against refugees https://t.co/7r9zWuR7Rl https://t.co/SXaPoh4oQ8
Origin: Pakistan,02-Apr-2020 08:49PM,https://twitter.com/HuzanWaqar/statuses/1245785343909081090,,Twitter,Pakistan,English,0,"RT @RESCUEorg: “Refugees do not have the luxury of social distancing.” @BobKitchen is helping lead IRC’s global response to #COVID19. Here, he explains how we are fighting the virus and what's at risk for the three countries he's most worried about: https://t.co/uED6p5rIrT"
Origin: Pakistan,02-Apr-2020 08:48PM,https://twitter.com/mansoor67890/statuses/1245785226644795392,,Twitter,Pakistan,English,0,"RT @aydinanwar_: Uyghur refugees in Turkey are one of the most impacted, dire populations affected by the coronavirus. Many are jobless and hungry. Currently, 1 USD = 6.63 Turkish liras. Donating $100 could provide groceries for an entire family for around 2 weeks. https://t.co/rAT1yVbLwG"
Origin: Pakistan,02-Apr-2020 08:14PM,https://twitter.com/Khurram98280911/statuses/1245776715198144516,,Twitter,Pakistan,English,0,"RT @FortifyRights: In an open joint letter to #Bangladesh PM, 50 human rights groups called on the govt to lift communication restrictions in the #rohingya refugee camps amid the COVID-19 pandemic. Read more via @DhakaTribune: https://t.co/JfUwCPpuKZ"
Origin: Pakistan,02-Apr-2020 08:12PM,https://twitter.com/MiddleEastTon/statuses/1245776078112731136,,Twitter,Pakistan,English,0,COVID-19: Lebanon municipalities ‘discriminate’ against refugees https://t.co/uE9DCVnckZ https://t.co/ofLOZOTepu
Origin: Pakistan,02-Apr-2020 07:20PM,http://twitter.com/TPPNewsOfficial/statuses/1245763169454260228,,Twitter,Pakistan,English,1068,"UNICEF calls for boosting efforts to prevent coronavirus from devastating refugee, migrant populations https://t.co/9pwku1DVfn https://t.co/rE0ehLC8Ev"
Origin: Pakistan,02-Apr-2020 07:13PM,http://twitter.com/ArifWaheed/statuses/1245761387336544256,,Twitter,Pakistan,English,3904,"RT @dw_europe: EU Commissioner Johansson tells DW she hopes child refugees will be relocated this coming week. Risks of a #COVID19 outbreak in Greek camps loom large. This comes after weeks of delays so far, with 8 of 27 member states agreeing to host unaccompanied minors. https://t.co/eqYVw02S70"
Origin: Pakistan,02-Apr-2020 06:47PM,https://twitter.com/ArifWaheed/statuses/1245754721480163328,,Twitter,Pakistan,English,0,RT @BGarattini: Lebanon: Refugees at Risk in COVID-19 Response https://t.co/27gnUMT5Py
Origin: Pakistan,02-Apr-2020 06:14PM,https://twitter.com/ahsan_jehangir/statuses/1245746394159349763,,Twitter,Pakistan,English,0,"RT @saleemsamad: #Amnesty joined other #HumanRights groups to urge #Bangladesh #government to lift ongoing mobile #internetshutdown and halt construction of barbed wire fencing around #Rohingya #refugee camps in #CoxsBaazar, #Bangladesh during #COVID19 #pandemic @Aungaungsittwe @poppymcp @nslwin https://t.co/8PP8hrEiWO"
Origin: Pakistan,02-Apr-2020 05:42PM,http://twitter.com/Engr_Muqadas/statuses/1245738435744354305,,Twitter,Pakistan,English,79,"RT @UNICEFROSA: Now, more than ever, governments & the international community should come together to protect the most vulnerable. Full statement by @unicefchief on the urgent need to protect refugee, migrant & internally displaced populations https://t.co/RIXGVRTvku #AChildIsAChild #COVID19 https://t.co/lrDTlL2lzd"
Origin: Pakistan,02-Apr-2020 05:35PM,http://twitter.com/appcsocialmedia/statuses/1245736515986210817,,Twitter,Pakistan,English,36000,"UNICEF calls for boosting efforts to prevent #coronavirus from devastating refugee, migrant populations #APPNews #Corona #COVID19 @UNICEF https://t.co/7uVL8XK9I0 via @appcsocialmedia"
Origin: Pakistan,02-Apr-2020 05:21PM,http://twitter.com/Engr_Muqadas/statuses/1245732980477190146,,Twitter,Pakistan,English,79,"RT @dw_europe: EU Commissioner Johansson tells DW she hopes child refugees will be relocated this coming week. Risks of a #COVID19 outbreak in Greek camps loom large. This comes after weeks of delays so far, with 8 of 27 member states agreeing to host unaccompanied minors. https://t.co/eqYVw02S70"
Origin: Pakistan,02-Apr-2020 05:13PM,http://twitter.com/CEONazimAli/statuses/1245731124048990216,,Twitter,Pakistan,English,3700,"RT @RepMattGaetz: Democrats got $350,000,000 for Migration and Refugee Assistance in the COVID-19 bill. These poison pills fuel their ambition to continue social engineering experiments through crisis response legislation. Democrats: This is not the time to advance your legislative agenda. https://t.co/h1hGyL9hWI"
Origin: Pakistan,02-Apr-2020 05:09PM,http://twitter.com/majid7_abdul/statuses/1245730073061318657,,Twitter,Pakistan,English,435,"RT @dw_europe: EU Commissioner Johansson tells DW she hopes child refugees will be relocated this coming week. Risks of a #COVID19 outbreak in Greek camps loom large. This comes after weeks of delays so far, with 8 of 27 member states agreeing to host unaccompanied minors. https://t.co/eqYVw02S70"
Origin: Pakistan,02-Apr-2020 05:09PM,http://twitter.com/RealUsamaJ/statuses/1245729987568619521,,Twitter,Pakistan,English,5007,"RT @cjwerleman: With no medical equipment and diminishing food supplies, Rohingya Muslim refugees have been left alone as COVID-19 stalks their camps. https://t.co/cVgBiJ73Uu"
Origin: Pakistan,02-Apr-2020 04:41PM,https://twitter.com/im_jalal/statuses/1245722992249798656,,Twitter,Pakistan,English,0,QT @KenRoth: How about Greece? ; There is no justification for the Lebanese government to discriminate against Syrian refugees in its enforcement of coronavirus restrictions. The virus doesn't discriminate. Nor should the government. https://t.co/91M7A4zlvk https://t.co/qenTs0bY1F
Origin: Pakistan,02-Apr-2020 04:06PM,https://twitter.com/JawwadPak/statuses/1245714300389515264,,Twitter,Pakistan,English,0,"RT @Qudsn_en: #WATCH | Palestinian youths have organized a voluntary initiative to entertain the people of #Gaza Strip, who are in quarantine as a precaution to prevent the spread of #coronavirus, by dressing as clowns and playing at the refugee camps' streets. https://t.co/hzG74MBAkM"
Origin: Pakistan,02-Apr-2020 03:59PM,https://twitter.com/MRamzanOfficial/statuses/1245712378072829956,,Twitter,Pakistan,English,0,"QT @SAfridiOfficial: RT @MRamzanOfficial: I salute Shahid Afridi, Shahid distributes goods to the poorest people of Pakistan in difficult times Pray for Allah t… ; Day 9 of @SAFoundationN Ration drive - as promided took place at Ghamkol Afghan refugee camp in Kohat where 500 families received food & supplies in this #Covid19 pandemic. The drive continues ensuring #HopeNotOut Requesting to #Stayhometosavelives & #DonateKaroNa https://t.co/YbJJyamn2X"
Origin: Pakistan,02-Apr-2020 03:11PM,https://twitter.com/sajjadAbbasi4/statuses/1245700279137427472,,Twitter,Pakistan,English,0,RT @MiddleEastMnt: EU approves $262m aid package for Syria refugees effected by coronavirus outbreak https://t.co/K6YvGxa5nj https://t.co/dIOJa4VJOs
Origin: Pakistan,02-Apr-2020 02:13PM,https://twitter.com/CreativeZubair/statuses/1245685747019059200,,Twitter,Pakistan,English,0,Refugee camp in Greece placed into quarantine after positive coronavirus tests
Origin: Pakistan,02-Apr-2020 02:03PM,https://twitter.com/Junaidafd/statuses/1245683318391267328,,Twitter,Pakistan,English,0,Respected prime minister of Pakistan( Imran khan Niazi ) we appreciate your scheme and appreciate the help due to #COVID19 to the poor people of Pakistan.And I'm also appreciate Javid Afridi and Shahid khan Afridi that they provide a lot of food to the refugees and others people
Origin: Pakistan,02-Apr-2020 12:53PM,https://twitter.com/OzairIqbalTarar/statuses/1245665645439705088,,Twitter,Pakistan,English,0,RT @AJEnglish: Greece has quarantined a refugee camp after 20 residents tested positive for #coronavirus | https://t.co/Wd0tf4vd0h https://t.co/0IdXPs4qfn
Origin: Pakistan,02-Apr-2020 12:44PM,http://twitter.com/NatashaRaheel/statuses/1245663269169348608,,Twitter,Pakistan,English,1277,"RT @RightToPlayIntl: For years, we've successfully helped children in war zones and refugee camps to handle grief and fear using simple techniques. Try this basic method out with your children to help them deal with the stress and uncertainty of #COVID19. #Covid_19 #mentalhealth #playathome https://t.co/5qElNxsodp"
Origin: Pakistan,02-Apr-2020 12:29PM,https://twitter.com/MahwishQayyum/statuses/1245659685954269190,,Twitter,Pakistan,English,0,Greece quarantines camp as 20 refugees test positive for COVID-19 @AJENews https://t.co/R6nbivaX8p
Origin: Pakistan,02-Apr-2020 12:12PM,http://twitter.com/AshRRai/statuses/1245655309810458625,,Twitter,Pakistan,English,6,"RT @UNHCRTanzania: As the world joins hands to fight the spread of #COVIDー19, our primary goal is to protect #refugees, displaced people and their host #communities during these trying times #coronavirus https://t.co/H6BGdK1N6i"
Origin: Pakistan,02-Apr-2020 12:09PM,https://twitter.com/MiddleEastTon/statuses/1245654549710307328,,Twitter,Pakistan,English,0,Greece quarantines camp as 20 refugees test positive for COVID-19 https://t.co/xwgpUKqNMG https://t.co/BxnfbqDEeV
Origin: Pakistan,02-Apr-2020 11:58AM,https://twitter.com/IAM_Perceptions/statuses/1245651803464560640,,Twitter,Pakistan,English,0,RT @AJENews: Woman in Greece first refugee to test positive for coronavirus https://t.co/YYEFZZghfO https://t.co/KrV2M1aGPI
Origin: Pakistan,02-Apr-2020 11:45AM,http://twitter.com/Musharrrraf/statuses/1245648507953762304,,Twitter,Pakistan,English,513,Hi @EUHomeAffairs @Place_Beauvau @BMI_Bund @foreignoffice @Justitiedep @ministerieJenV thousands of refugees are at risk of #COVID19 on Greek islands due to crowded unsanitary conditions. Will you act now to #LeaveNoOneBehind and save lives? 👉 https://t.co/MpLZhuA5zL
Origin: Pakistan,02-Apr-2020 11:38AM,https://twitter.com/IPashtune/statuses/1245646658089570307,,Twitter,Pakistan,English,0,RT @AJENews: Woman in Greece first refugee to test positive for coronavirus https://t.co/YYEFZZghfO https://t.co/KrV2M1aGPI
Origin: Pakistan,02-Apr-2020 10:40AM,http://twitter.com/deehaw90/statuses/1245632075354402816,,Twitter,Pakistan,English,2679,"RT @unicefchief: .@UNICEF is working with partners to prevent the spread of #COVID19 among refugee, migrant and displaced populations. But we cannot do this alone. #AChildIsAChild https://t.co/RkQVzIlA6v"
Origin: Pakistan,02-Apr-2020 09:23AM,http://twitter.com/q_nida/statuses/1245612710869360646,,Twitter,Pakistan,English,11365,RT @UNICEF: This is how UNICEF has been making handwashing with soap and water easier for children living in crowded Rohingya refugee camps. #AChildIsAChild #COVID19 https://t.co/OLa9xXG7d0
Origin: Pakistan,02-Apr-2020 09:16AM,http://twitter.com/JawwadPak/statuses/1245611001954721792,,Twitter,Pakistan,English,258,RT @AJENews: Woman in Greece first refugee to test positive for coronavirus https://t.co/YYEFZZghfO https://t.co/KrV2M1aGPI
Origin: Pakistan,02-Apr-2020 09:14AM,http://twitter.com/HarisAfzal91/statuses/1245610516598284288,,Twitter,Pakistan,English,192,"RT @cjwerleman: Australia is a country built on racism, genocide, and dispossession. It’s current government seized power by weaponizing Islamophobia to create public hysteria towards Muslim refugees. So, this heinous COVID-19 related racist hate crime doesn’t surprise me, unfortunately! ; 2 sisters were spat at and verbally assaulted in an anti-Asian, coronavirus-related attack in Australia — here’s what we know https://t.co/dfdgS12PF0"
Origin: Pakistan,02-Apr-2020 08:56AM,https://twitter.com/aamirchmd/statuses/1245606002663108610,,Twitter,Pakistan,English,0,Refugee and migrant health in the COVID-19 response - The Lancet https://t.co/2FToTQMNLc
Origin: Pakistan,02-Apr-2020 07:40AM,http://twitter.com/MABAKHAN/statuses/1245586816561864704,,Twitter,Pakistan,English,1428,RT @AJENews: Woman in Greece first refugee to test positive for coronavirus https://t.co/YYEFZZghfO https://t.co/KrV2M1aGPI
